무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
분당구미-A-17,경기도,성남시,기타,,무지개로,3,경기도 성남시 분당구 구미동 241,37.340984,127.119732,불곡초등학교 주변,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
G4102,경기도,성남시,고속국도,,수도권제1순환고속도로,2,경기도 성남시 분당구 운중동 526,37.39570901,127.0475031,"수도권제1순환고속도로 123.3km 시점 1,2차로",99,100,99.0,2020,경기도남부경찰청,031-888-3952,2025-09-08
G4103,경기도,성남시,고속국도,,수도권제1순환고속도로,1,경기도 성남시 분당구 운중동 526,37.39567801,127.0475151,"수도권제1순환고속도로 123.3km 시점 3,4차로",99,100,99.0,2020,경기도남부경찰청,031-888-3952,2025-09-08
J4255,경기도,성남시,기타,,대왕판교로712번길,3,경기도 성남시 분당구 삼평동 산 2-27,37.40724758,127.1038002,"수도권제1순환고속도로 0.9km 시점 1,2차로(청계TG→성남TG)",99,100,99.0,2025,경기도남부경찰청,031-888-3952,2025-09-08
H7037,경기도,성남시,시도,,판교공원로,3,경기도 성남시 분당구 판교동 634-3,37.3876071,127.0894153,판교원마을5단지 입구 어린이보호구역(판교초)(운중로→판교원로),2,30,99.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
분당정자1-A-3,경기도,성남시,기타,,백현다릿길,3,경기도 성남시 분당구 정자1동 6-2,37.373847,127.104387,정자초등학교 정문,4,0,99.0,2021,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-A-9,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 정자동 89,37.366582,127.11106,신기초등학교 주변,4,0,99.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-A-11,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자동 178-5,37.358334,127.105671,늘푸른초등학교 주변,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자2-D-1,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 정자동 113번지,37.36619,127.11886,한솔초등학교 정문,4,0,99.0,2021,경기도 성남시청,031-729-8743,2025-11-11
분당야탑1-D-1,경기도,성남시,일반국도,,성남대로,3,경기도 성남시 분당구 야탑동 352-4,37.412043,127.12729,야탑역4번출구 하이마트,4,0,99.0,2008,경기도 성남시청,031-729-8743,2025-11-11
분당야탑1-D-3,경기도,성남시,기타,,양현로,3,경기도 성남시 분당구 야탑동 327-1,37.415501,127.137441,야탑중학교 건너편,4,0,2.0,2016,경기도 성남시청,031-729-8743,2025-11-11
분당야탑1-D-4,경기도,성남시,기타,,성남대로,3,경기도 성남시 분당구 야탑1동 364-2,37.41224,127.12945,제1환승공영주차장 출구,4,0,2.0,2020,경기도 성남시청,031-729-8743,2025-11-11
분당수내1-D-2,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 수내1동 12-1,37.379502,127.115041,재규어랜드로버 앞,4,0,99.0,2022,경기도 성남시청,031-729-8743,2025-11-11
분당수내1-A-27,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 수내1동 28-3,37.37406,127.11872,신한은행 앞,4,0,99.0,2021,경기도 성남시청,031-729-8743,2025-11-11
분당수내2-D-2,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 수내동 55,37.371902,127.12017,동신파크 하나은행앞,4,0,99.0,2006,경기도 성남시청,031-729-8743,2025-11-11
분당수내2-D-3,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 수내동 63-1,37.370357,127.122641,동신코아앞,4,0,99.0,2006,경기도 성남시청,031-729-8743,2025-11-11
분당수내2-A-9,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 수내2동 57,37.37269,127.12148,내정초등학교 후문,4,0,2.0,2021,경기도 성남시청,031-729-8743,2025-11-11
분당수내3-A-7,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 수내동 81,37.367761,127.124663,수내초등학교 주변,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자-D-1,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 정자동 99-3,37.3719,127.1097,백현중학교,4,0,2.0,2023,경기도 성남시청,031-729-8743,2025-11-11
분당정자-D-3,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 정자동 127-3,37.362136,127.114476,한솔프라자앞,4,0,2.0,2006,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-1,경기도,성남시,일반국도,,성남대로,3,경기도 성남시 분당구 정자동 15-2,37.370561,127.107512,두산위브파빌리온 앞,4,0,2.0,2008,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-2,경기도,성남시,일반국도,,성남대로,3,경기도 성남시 분당구 정자동 18-6,37.366811,127.108061,정자역프라자앞,4,0,2.0,2006,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-3,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자동 16-2,37.36803,127.105521,대우푸르지오시티앞,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-5,경기도,성남시,일반국도,,성남대로,3,경기도 성남시 분당구 정자동 26,37.365752,127.107331,정자역 환승주차장,4,0,99.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-6,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자동 160,37.365305,127.10545,분당경찰서 주변,4,0,99.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-8,경기도,성남시,기타,,정자일로 232번길,3,경기도 성남시 분당구 정자1동 15-1,37.370847,127.107484,두산위브파빌리온앞,4,0,2.0,2020,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-9,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자1동 165-1,37.36329,127.10622,엠코헤리츠,4,0,2.0,2021,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-11,경기도,성남시,기타,,성남대로,3,경기도 성남시 분당구 정자1동 169-1,37.361212,127.106993,아데나루체아파트 정문,4,0,2.0,2022,경기도 성남시청,031-729-8743,2025-11-11
분당정자1-D-12,경기도,성남시,기타,,정자일로,3,경기도 성남시 분당구 정자동 96-1,37.37061,127.10604,분당현대아이파크3단지아파트입구,4,0,2.0,2023,경기도 성남시청,031-729-8743,2025-11-11
분당구미-A-18,경기도,성남시,기타,,미금로,3,경기도 성남시 분당구 구미동 115,37.344353,127.115379,오리초등학교 주변,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당구미1-D-1,경기도,성남시,기타,,미금일로154번길,3,경기도 성남시 분당구 구미동 9-1,37.349283,127.108276,엠코헤리츠,4,0,2.0,2020,경기도 성남시청,031-729-8743,2025-11-11
분당구미1-D-2,경기도,성남시,기타,,돌마로90번길,3,경기도 성남시 분당구 구미동 26,37.349484,127.112042,구미1동 행정복지센터 근처,4,0,2.0,2020,경기도 성남시청,031-729-8743,2025-11-11
분당구미1-A-11,경기도,성남시,기타,,구미로,3,경기도 성남시 분당구 구미1동 68,37.347418,127.115271,미금초등학교 정문,4,0,2.0,2021,경기도 성남시청,031-729-8743,2025-11-11
분당판교-D-1,경기도,성남시,기타,,운중로,3,경기도 성남시 분당구 판교동 553,37.391898,127.090851,판교도서관 앞,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당판교-D-2,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 판교동 498,37.400635,127.095072,판교박물관 앞,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당정자3-D-2,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 정자3동 257-1,37.36009,127.11467,계원삼거리,4,0,2.0,2023,경기도 성남시청,031-729-8743,2025-11-11
분당정자3-A-11,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 정자3동 203,37.3616,127.11908,불정초등학교 정문,4,0,2.0,2021,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-1,경기도,성남시,지방도,,서현로,3,경기도 성남시 분당구 서현동 245-4,37.38712,127.125209,엘지에클라트 Ⅱ앞,4,0,2.0,2006,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-2,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 서현동 259-3,37.387226,127.1205,성남교육지원청 앞,4,0,2.0,2008,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-4,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 서현동 254-1,37.387996,127.123291,풍림아이원 입구,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-5,경기도,성남시,기타,,중앙공원로,3,경기도 성남시 분당구 서현1동 94-3,37.37842,127.13283,우성아파트 후문,4,0,2.0,2021,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-A-11,경기도,성남시,기타,,중앙공원로,3,경기도 성남시 분당구 서현동 87-1,37.382576,127.12855,서현초등학교 주변,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당서현2-D-2,경기도,성남시,기타,,장안로,3,경기도 성남시 분당구 서현동 312-1,37.372012,127.140796,수련어린이공원 인근,4,0,2.0,2024,경기도 성남시청,031-729-8743,2025-11-11
분당서현2-A-7,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 서현동 303,37.374602,127.134589,서당초등학교 주변,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당이매1-D-1,경기도,성남시,기타,,이매로,3,경기도 성남시 분당구 이매동 376,37.39277,127.13125,송림고등학교 정문,4,0,1.0,2023,경기도 성남시청,031-729-8743,2025-11-11
분당이매1-D-2,경기도,성남시,기타,,이매로,3,경기도 성남시 분당구 이매동 115-1,37.39483,127.12547,안말사거리,4,0,2.0,2024,경기도 성남시청,031-729-8743,2025-11-11
분당이매1-A-9,경기도,성남시,기타,,양현로,3,경기도 성남시 분당구 이매동 118,37.393154,127.125982,안말초등학교 정문,4,0,2.0,2012,경기도 성남시청,031-729-8743,2025-11-11
분당이매1-A-10,경기도,성남시,기타,,양현로,3,경기도 성남시 분당구 이매동 112,37.39721,127.126493,이매초등학교 정문,4,0,2.0,2012,경기도 성남시청,031-729-8743,2025-11-11
분당이매2-D-1,경기도,성남시,일반국도,,성남대로,3,경기도 성남시 분당구 이매동 106-4,37.398897,127.126648,이매119소방센터 건너편,4,0,2.0,2008,경기도 성남시청,031-729-8743,2025-11-11
분당이매2-D-2,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 이매동 131-4,37.405152,127.122426,우리은행 이매지점,4,0,99.0,2006,경기도 성남시청,031-729-8743,2025-11-11
분당이매2-A-7,경기도,성남시,기타,,탄천로,3,경기도 성남시 분당구 이매동 136,37.402184,127.122403,매송초등학교 주변,4,0,99.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당분당-A-20,경기도,성남시,기타,,장안로,3,경기도 성남시 분당구 분당동 91,37.372662,127.144459,장안초등학교 주변,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-12,경기도,성남시,기타,,동판교로,3,경기도 성남시 분당구 삼평동 740,37.397321,127.113562,푸르지오 월드마크 입구,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-13,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 삼평동 618,37.404024,127.10009,우림W-CITY 옆,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-15,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 삼평동 698,37.40462,127.105814,판교스타트업캠피스 앞,4,0,2.0,2016,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-17,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 삼평동 618,37.404024,127.10009,국민은행 엽,4,0,2.0,2021,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-18,경기도,성남시,기타,,대왕판교로,3,경기도 성남시 분당구 삼평동 668,37.39973,127.108598,NC소프트,4,0,2.0,2022,경기도 성남시청,031-729-8743,2025-11-11
분당야탑2-D-1,경기도,성남시,기타,,양현로,3,경기도 성남시 분당구 야탑동 530,37.406289,127.127129,탑마을 쌍용 505동앞,4,0,2.0,2010,경기도 성남시청,031-729-8743,2025-11-11
분당야탑2-D-2,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 야탑동 533-5,37.405753,127.122741,남서울프라자 국민은행앞,4,0,2.0,2006,경기도 성남시청,031-729-8743,2025-11-11
분당야탑2-A-8,경기도,성남시,기타,,양현로,3,경기도 성남시 분당구 야탑동 531,37.407326,127.126613,하탑초등학교 주변,4,0,2.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당판교-D-3,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 판교동 511-1,37.400053,127.09571,성내미사거리 우측,4,0,99.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당판교-D-4,경기도,성남시,지방도,,대왕판교로,3,경기도 성남시 분당구 판교동 651-1,37.387349,127.102246,낙생고 앞,4,0,99.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당판교-D-5,경기도,성남시,지방도,,대왕판교로,3,경기도 성남시 분당구 판교동 650-1,37.387078,127.101748,낙생고 건너편,4,0,99.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당판교-D-6,경기도,성남시,기타,,서판교로,3,경기도 성남시 분당구 판교동 577-5,37.38956,127.09804,하나로마트 건너편,4,0,99.0,2020,경기도 성남시청,031-729-8743,2025-11-11
분당판교-A-53,경기도,성남시,기타,,서판교로,3,경기도 성남시 분당구 판교동 551-1번지,37.39459,127.098289,낙생초등학교  삼거리,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당판교-A-106,경기도,성남시,기타,,판교원로,3,경기도 성남시 분당구 판교동 636,37.386367,127.091721,판교초등학교 정문,4,0,2.0,2022,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-1,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 삼평동 708,37.404247,127.115277,사송사거리-상,4,0,99.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-3,경기도,성남시,기타,,판교역로,3,경기도 성남시 분당구 삼평동 662,37.397745,127.111433,봇들교사거리좌측,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-4,경기도,성남시,기타,,분당내곡로,3,경기도 성남시 분당구 삼평동 658,37.397989,127.11252,봇들교사거리 백범초교 앞,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-6,경기도,성남시,기타,,판교역로,3,경기도 성남시 분당구 삼평동 644,37.396943,127.110055,동안교삼거리,4,0,99.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-7,경기도,성남시,지방도,,대왕판교로,3,경기도 성남시 분당구 삼평동 670,37.400466,127.106813,판교테크노중앙사거리-&amp;gt;판교테크노2사거리,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-9,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 삼평동 622,37.403742,127.103047,포스코 ICT 앞,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당분당-A-21,경기도,성남시,기타,,분당로,3,경기도 성남시 분당구 분당동 36,37.373689,127.131262,당촌초등학교 주변,4,0,99.0,2014,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-19,경기도,성남시,기타,,동판교로,3,경기도 성남시 분당구 삼평동 721-1,37.40345,127.11574,판교봇들마을 3단지 후문,4,0,99.0,2023,경기도 성남시청,031-729-8743,2025-11-11
H7036,경기도,성남시,시도,,장안로51번길,3,경기도 성남시 분당구 분당동 91번지,37.3717423,127.1436898,성남장안초교 앞 어린이보호구역(풍림아이원→양영디지털고교),2,30,99.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
분당삼평-D-10,경기도,성남시,기타,,판교로,3,경기도 성남시 분당구 삼평동 620,37.404027,127.101471,이노밸리 C동 뒤,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
분당삼평-D-11,경기도,성남시,지방도,,대왕판교로,3,경기도 성남시 분당구 삼평동 676,37.400166,127.112312,어울공원 앞,4,0,2.0,2011,경기도 성남시청,031-729-8743,2025-11-11
G8027,경기도,성남시,시도,,분당로,1,경기도 성남시 분당구 분당동 58-1,37.3750888,127.1303733,효자촌사거리(분당구청→분당대진고교),2,50,2.0,2021,경기도남부경찰청,031-888-3952,2025-09-08
H7368,경기도,성남시,지방도,,대왕판교로,3,경기도 성남시 분당구 삼평동 668-1,37.4031282,127.1047961,판교테크노중앙사거리(나라기록관→화랑공원),2,60,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7369,경기도,성남시,시도,,벌말로,3,경기도 성남시 분당구 야탑동 328-2,37.4140134,127.1390053,중탑초교 앞 어린이보호구역(중탑사거리→중탑삼거리),2,30,1.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7371,경기도,성남시,시도,,야탑로,3,경기도 성남시 분당구 야탑동 516,37.4096036,127.1312852,돌마초교 앞 어린이보호구역(야탑역→분당 테크노파크),2,30,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7372,경기도,성남시,시도,,운중로,3,경기도 성남시 분당구 판교동 626번지,37.3893112,127.0903537,판교도서관사거리(하산운사거리→광암사거리),2,50,99.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7339,경기도,성남시,시도,,서현로,3,경기도 성남시 분당구 백현동 529-2,37.3926258,127.1091017,알파리움2단지 205동 앞(현대백화점→판교TG),1,60,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7397,경기도,성남시,시도,,장미로,3,경기도 성남시 분당구 야탑동 217번지 매화마을청구빌라,37.41299556,127.1390052,중탑사거리 어린이보호구역(중탑초)(야탑역→매화마을 청구),2,30,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7398,경기도,성남시,시도,,야탑로,3,경기도 성남시 분당구 야탑동 368-14,37.40994901,127.1303685,장승백이공원 앞 어린이보호구역(돌마초)(하탑중학교→야탑역),2,30,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7589,경기도,성남시,기타,,돌마로,3,경기도 성남시 분당구 서현동 159,37.3854703,127.1379946,새마을사거리 전 300m지점(야탑동→수내동),1,60,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7590,경기도,성남시,시도,,분당수서간도시고속화도로,3,경기도 성남시 분당구 야탑동 485-2,37.41034601,127.1186311,"탄천운동장 앞) 1,2차로(분당구청→탄천IC)",1,80,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7333,경기도,성남시,시도,,동판교로,3,경기도 성남시 분당구 백현동 554-2,37.38808317,127.1114132,백현동행정복지센터 어린이보호구역(신백현초교)(화랑초교→판교어린이도서관),1,30,99.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7334,경기도,성남시,시도,,장안로25번길,3,경기도 성남시 분당구 분당동 66번지 66건영아파트,37.37069598,127.1400513,건영장안유치원앞 어린이보호구역(서당초등학교→태현공원),1,30,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7667,경기도,성남시,기타,,분당수서로,3,경기도 성남시 분당구 구미동 197-2,37.34256401,127.1044191,경기고속삼거리(금곡고가→농수산물센터),2,50,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7668,경기도,성남시,시도,,수내로,3,경기도 성남시 분당구 수내동 66,37.37543201,127.1217721,초림삼거리(샛별중학교→분당구청),2,50,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H3633,경기도,성남시,시도,,동판교로,3,경기도 성남시 분당구 백현동 559번지,37.3878045,127.1119877,신백현초교 앞 어린이보호구역(판교어린이도서관→화랑초교),1,30,99.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H7355,경기도,성남시,시도,,서판교로,3,경기도 성남시 분당구 판교동 512-4,37.39088416,127.0979124,한림풀에버9단지 건너편 어린이보호구역(해나유치원)(광암사거리→낙생초교),2,30,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H6945,경기도,성남시,시도,,미금로,3,경기도 성남시 분당구 구미동 115번지,37.3445628,127.1160037,오리초등학교 어린이보호구역(하얀마을사거리→구미교사거리),2,30,2.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H6947,경기도,성남시,시도,,정자로,3,경기도 성남시 분당구 정자동 189-11,37.3635448,127.1208843,LG한솔마을아파트입구 어린이보호구역(불정초교)(불정삼거리→신기사거리),2,30,2.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H6948,경기도,성남시,시도,,성남대로407번길,3,경기도 성남시 분당구 정자동 95-2,37.3723546,127.1062877,늘푸른고등학교삼거리 어린이보호구역(정자초교)(늘푸른고등학교→백궁삼거리),2,30,2.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
G8522,경기도,성남시,고속국도,,경부고속도로,1,경기도 성남시 분당구 금곡동 114-2,37.35390401,127.1033901,"경부고속도로 401.8km 종점 1,2차로",99,110,99.0,2021,경기도남부경찰청,031-888-3952,2025-09-08
G8524,경기도,성남시,고속국도,,경부고속도로,1,경기도 성남시 분당구 금곡동 266-2,37.35390401,127.1035151,경부고속도로 401.8km 종점 5차로,99,110,99.0,2021,경기도남부경찰청,031-888-3952,2025-09-08
G9158,경기도,성남시,시도,,내정로,1,경기도 성남시 분당구 정자동 257-1,37.3615004,127.1146756,탄천초교 앞 어린이보호구역(정자2동행정복지센터→KT본사),2,30,2.0,2021,경기도남부경찰청,031-888-3952,2025-09-08
H5183,경기도,성남시,시도,,불정로386번길,3,경기도 성남시 분당구 서현동 353-5,37.3731418,127.1387767,미래타운 603동 앞 어린이보호구역(양영초)(장안타운 건영→양영중학교),1,30,99.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H5138,경기도,성남시,시도,,미금일로70번길,3,경기도 성남시 분당구 구미동 96-1,37.3476038,127.1119542,꿈터유치원맞은편 어린이보호구역(구미1동행정복지센터→구미동어린이집),2,30,2.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H5140,경기도,성남시,시도,,동판교로,3,경기도 성남시 분당구 삼평동 742-2,37.3960201,127.1167367,보평초교사거리 어린이보호구역(봇들마을7단지→보평중학교),2,30,99.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H6973,경기도,성남시,시도,,느티로,3,경기도 성남시 분당구 정자동 88번지 느티마을공무원아파트,37.3684622,127.1122402,안촌유치원 맞은편 어린이보호구역(한솔종합사회복지관→느티마을사거리),2,30,2.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H5741,경기도,성남시,시도,,내정로174번길,3,경기도 성남시 분당구 수내동 57번지,37.3724404,127.1218348,내정어린이공원 앞 어린이보호구역(내정초교)(동국대분당한방병원→수내역),2,30,99.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H6943,경기도,성남시,시도,,성남대로172번길,3,경기도 성남시 분당구 금곡동 141-1,37.1351373,127.1112311,즐거운유치원 어린이보호구역(금곡동행정복지센터→대원아파트8단지),1,30,2.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H6944,경기도,성남시,시도,,이매로,3,경기도 성남시 분당구 이매동 산29-80,37.3935069,127.1303293,동명유치원 어린이보호구역(돌마로→이매역사거리),1,30,2.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H5162,경기도,성남시,시도,,산운로,3,경기도 성남시 분당구 운중동 956번지 산운마을,37.3930523,127.0723481,판교샘유치원 어린이보호구역(신운길2삼거리→신운길3삼거리),1,30,2.0,2022,경기도남부경찰청,031-888-3952,2025-09-08
H7351,경기도,성남시,시도,,동판교로,3,경기도 성남시 분당구 삼평동 718-7,37.40247545,127.1166671,삼평유치원 앞 어린이보호구역(송현초등학교→삼평중학교),2,30,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7352,경기도,성남시,시도,,분당로263번길,3,경기도 성남시 분당구 서현동 323번지 효자촌대명연립,37.3738634,127.1421879,한신라이프빌라입구 어린이보호구역(중앙유치원)(서현2동우체국→서현로),2,30,2.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H7354,경기도,성남시,시도,,탄천로,3,경기도 성남시 분당구 야탑동 534번지,37.40686915,127.1235321,더늘사랑어린이집 앞 어린이보호구역(탄천종합운동장 → 아름사거리),2,30,99.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
H8028,경기도,성남시,시도,,분당로,3,경기도 성남시 분당구 서현동 353-8,37.3737011,127.1324711,당촌초등학교 어린이보호구역(장안사거리→효자촌사거리),2,30,99.0,2023,경기도남부경찰청,031-888-3952,2025-09-08
G4422,경기도,성남시,시도,,정자일로,2,경기도 성남시 분당구 정자동 187-4,37.35850801,127.1060611,늘푸른초교 앞 어린이보호구역(늘푸른중학교-&amp;gt;분당경찰서),2,30,일반,2020,경기도남부경찰청,031-888-3952,2025-09-08
분당삼평-A-37,경기도,성남시,기타,,동판교로,3,경기도 성남시 분당구 삼평동 743,37.396191,127.118251,보평초등학교,4,0,일반,2014,경기도 성남시청,031-729-8743,2025-11-11
분당백현-D-2,경기도,성남시,기타,,판교역로,3,경기도 성남시 분당구 백현동 537,37.39426,127.110366,환승주차장삼거리-상행,4,0,일반,2011,경기도 성남시청,031-729-8743,2025-11-11
J5974,경기도,성남시,시도,,구미로173번길,3,경기도 성남시 분당구 구미동 309,37.3474485,127.1241511,서울시니어타워 건너편 노인보호구역(구미중학교→분당서울대학교병원),2,30,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
분당백현-D-13,경기도,성남시,기타,,판교백현로,3,경기도 성남시 분당구 백현동 492-25,37.3822,127.095205,더샵퍼스트파크 입구 주변,4,0,일반,2022,경기도 성남시청,031-729-8743,2025-11-11
분당운중-D-1,경기도,성남시,기타,,운중로,3,경기도 성남시 분당구 운중동 963,37.391963,127.077417,운중주민센터사거리,4,0,일반,2011,경기도 성남시청,031-729-8743,2025-11-11
분당운중-D-5,경기도,성남시,기타,,판교대장로,3,경기도 성남시 분당구 대장동 산13-2,37.368613,127.070169,대장중학교 정문,4,0,일반,2021,경기도 성남시청,031-729-8743,2025-11-11
분당운중-D-9,경기도,성남시,기타,,판교대장로,3,경기도 성남시 분당구 대장동 239-3,37.362757,127.067293,디오르나인사이트B 앞 삼거리,4,0,일반,2021,경기도 성남시청,031-729-8743,2025-11-11
J5194,경기도,성남시,시도,,분당로,3,경기도 성남시 분당구 서현동 310번지 효자촌,37.3696676,127.1370072,대진고사거리(한국지역난방공사→분당구청),2,50,일반,2024,경기도남부경찰청,031-888-3952,2025-09-08
분당정자3-D-1,경기도,성남시,기타,,불정로,3,경기도 성남시 분당구 정자3동 211,37.359113,127.119363,이마트,4,0,일반,2022,경기도 성남시청,031-729-8743,2025-11-11
분당정자3-A-12,경기도,성남시,기타,,내정로,3,경기도 성남시 분당구 정자3동 195,37.36162,127.11488,탄천초등학교 정문,4,0,일반,2021,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-D-3,경기도,성남시,기타,,황새울로,3,경기도 성남시 분당구 서현동 264,37.384261,127.123721,공항버스 정류장,4,0,일반,2006,경기도 성남시청,031-729-8743,2025-11-11
분당서현1-A-10,경기도,성남시,기타,,중앙공원로,3,경기도 성남시 분당구 서현동 92-1,37.378988,127.129653,분당초등학교 주변,4,0,일반,2014,경기도 성남시청,031-729-8743,2025-11-11
H4156,경기도,성남시,시도,,황새울로,3,경기도 성남시 분당구 정자동 89번지,37.3663129,127.1099318,성남신기초교 앞 어린이보호구역(정자중학교→분당구청),2,30,일반,2022,경기도남부경찰청,031-888-3952,2025-09-08
