안전표지일련번호,도로종류,도로노선번호,도로노선명,도로노선방향,도로형태,차로수,도로폭,소재지도로명주소,소재지지번주소,위도,경도,안전표지구분,안전표지종별일련번호,주행제한속도,안전표지설명,지주형식,제2외국어표기여부,설치일자,관리기관명,관리기관전화번호,데이터기준일자
,국가지원지방도,23.0,대왕판교로,3,2,,,,경기도 성남시 수정구 고등동 319-7,37.430745,127.102187,2,224,,최고속도제한 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,국가지원지방도,23.0,대왕판교로,3,2,,,,경기도 성남시 수정구 고등동 419,37.427548,127.101966,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,국가지원지방도,23.0,대왕판교로,3,2,,,경기도 성남시 수정구 대왕판교로 949,경기도 성남시 수정구 고등동 429-1,37.425033,127.101728,2,224,,최고속도제한 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,국가지원지방도,23.0,대왕판교로,3,2,,,경기도 성남시 수정구 대왕판교로 942,경기도 성남시 수정구 시흥동 191,37.424183,127.102767,2,224,,최고속도제한 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,국가지원지방도,23.0,대왕판교로,3,2,,,,경기도 성남시 수정구 시흥동 208-1,37.422858,127.102427,2,224,,최고속도제한 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,국가지원지방도,23.0,대왕판교로,3,2,,,경기도 성남시 수정구 대왕판교로 897,경기도 성남시 수정구 시흥동 223,37.420334,127.101799,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,국가지원지방도,23.0,대왕판교로,3,2,,,,경기도 성남시 수정구 시흥동 230,37.416267,127.101543,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,국가지원지방도,23.0,대왕판교로,3,2,,,,경기도 성남시 수정구 금토동 293-1,37.409815,127.095175,2,224,,최고속도제한 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,대왕판교로,3,2,,,,경기도 성남시 수정구 고등동 419-45,37.4277908328,127.102172,2,224,,최고속도제한 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,대왕판교로,3,2,,,,경기도 성남시 수정구 고등동 432-28,37.423548285,127.10237,2,224,,최고속도제한 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,대왕판교로,3,2,,,,경기도 성남시 수정구 고등동 424-22,37.4295663573,127.1019960268,4,427,,최고속도제한 해제 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,대왕판교로,3,2,,,,경기도 성남시 수정구 고등동 425-10,37.4259991324,127.1020704859,2,226,,천천히 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,대왕판교로,3,2,,,,경기도 성남시 수정구 시흥동 165-6,37.425597,127.1024928136,2,226,,천천히 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,대왕판교로,3,2,,,,경기도 성남시 수정구 고등동 424-22,37.4295663573,127.1019960268,2,226,,천천히 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,대왕판교로,3,2,,,,경기도 성남시 수정구 고등동 315-1,37.429763,127.1017874083,2,226,,천천히 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,고등공원로,3,2,,,,경기도 성남시 수정구 고등동 582-1,37.428398,127.100869,2,214,,좌회전금지 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,고등로,3,2,,,,경기도 성남시 수정구 고등동 582-1,37.4283813469,127.1008980607,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,고등로,3,2,,,,경기도 성남시 수정구 고등동 579-11,37.4309500263,127.100801,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,분당내곡로,3,2,,,,경기도 성남시 수정구 시흥동 260-14,37.4150574341,127.1041016171,2,225,,최저속도제한 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,분당수서로,3,2,,,,경기도 성남시 수정구 수진동 4683-1,37.4389887229,127.1220246819,2,225,,최저속도제한 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 566,경기도 성남시 중원구 상대원동 434-3,37.431555,127.179554,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 509,경기도 성남시 중원구 상대원동 500-2,37.432054,127.173431,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 494,경기도 성남시 중원구 상대원동 513-11,37.431289,127.171784,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 456,경기도 성남시 중원구 상대원동 546,37.430586,127.167182,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 449,경기도 성남시 중원구 상대원동 517-13,37.432874,127.16749,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,1,,,경기도 성남시 중원구 둔촌대로 423,경기도 성남시 중원구 상대원동 1613,37.433181,127.164078,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 희망로 308,경기도 성남시 중원구 상대원동 1974,37.433775,127.159894,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 361,경기도 성남시 중원구 하대원동 224-1,37.432409,127.1572997199,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 332,경기도 성남시 중원구 하대원동 240-4,37.429925,127.154978,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 300,경기도 성남시 중원구 하대원동 249,37.429077,127.149761,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 279,경기도 성남시 중원구 하대원동 131-36,37.429687,127.149111,2,216,,유턴금지 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,1,,,경기도 성남시 중원구 둔촌대로 261,경기도 성남시 중원구 하대원동 128-19,37.429156,127.147018,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 240,경기도 성남시 중원구 하대원동 146,37.428009,127.144932,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 마지로 109,경기도 성남시 중원구 하대원동 148-1,37.427869,127.141864,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 193,경기도 성남시 중원구 성남동 3121,37.429254,127.140985,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,2,,,경기도 성남시 중원구 둔촌대로 163,경기도 성남시 중원구 성남동 3790,37.429854,127.136792,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,1,,,경기도 성남시 중원구 둔촌대로 130,경기도 성남시 중원구 하대원동 103-5,37.428697,127.133169,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,1,,,경기도 성남시 중원구 둔촌대로 118,경기도 성남시 중원구 하대원동 102,37.428529,127.132383,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,1,,,,경기도 성남시 중원구 성남동 1863,37.429845,127.127769,3,322,,횡단보도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,1,,,,경기도 성남시 중원구 성남동 1863,37.429745,127.127077,3,322,,횡단보도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,1,,,,경기도 성남시 중원구 성남동 1824,37.429528,127.125807,3,322,,횡단보도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,둔촌대로,1,1,,,,경기도 성남시 중원구 성남동 1807-1,37.429579,127.123927,3,322,,횡단보도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 광명로 396,경기도 성남시 중원구 금광동 2412,37.446255,127.170236,2,226,,서행 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 금빛로 52,경기도 성남시 중원구 금광동 2401,37.446555,127.167656,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,1,,,경기도 성남시 중원구 광명로 345,경기도 성남시 중원구 금광동 3657,37.446271,127.164016,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 광명로 323번길3,경기도 성남시 중원구 금광동 3703,37.445439,127.16165,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 광명로 287,경기도 성남시 중원구 금광동 9,37.444204,127.158009,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 산성대로350번길10-1,경기도 성남시 중원구 중앙동 180,37.443133,127.155588,2,224,40.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 광명로 236,경기도 성남시 중원구 중앙동 2375,37.441741,127.153095,2,224,40.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,1,,,경기도 성남시 중원구 산성대로296번길12,경기도 성남시 중원구 중앙동 2594,37.440527,127.150432,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,1,,,경기도 성남시 중원구 광명로 181-1,경기도 성남시 중원구 중앙동 1102,37.439586,127.147585,2,214,,좌회전금지 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 광명로 160,경기도 성남시 중원구 중앙동 3361,37.438341,127.145652,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 광명로 119,경기도 성남시 중원구 성남동 2161,37.436603,127.141672,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 광명로 109,경기도 성남시 중원구 성남동 2186,37.436017,127.140535,2,214,,좌회전금지 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,1,,,경기도 성남시 중원구 광명로100번길 3,경기도 성남시 중원구 성남동 2488,37.435375,127.14012,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 광명로 81,경기도 성남시 중원구 성남동 2251,37.434764,127.138116,2,224,40.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,광명로,1,2,,,경기도 성남시 중원구 광명로 49-1,경기도 성남시 중원구 성남동 3132,37.434131,127.134567,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,산성대로,1,1,,,경기도 성남시 중원구 산성대로 346,경기도 성남시 중원구 중앙동 149,37.443599,127.154993,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,산성대로,1,2,,,경기도 성남시 수정구 산성대로 313,경기도 성남시 수정구 신흥동 2471,37.442625,127.151302,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,산성대로,1,1,,,경기도 성남시 중원구 산성대로 300,경기도 성남시 중원구 중앙동 541,37.441486,127.150242,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,산성대로,1,2,,,경기도 성남시 중원구 산성대로 242-1,경기도 성남시 중원구 성남동 2001,37.439211,127.14466,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,산성대로,1,2,,,경기도 성남시 중원구 산성대로 204,경기도 성남시 중원구 성남동 2144,37.437193,127.14119,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,산성대로,1,2,,,경기도 성남시 수정구 모란로 1,경기도 성남시 수정구 수진동 4795,37.433824,127.128424,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,산성대로,1,1,,,경기도 성남시 중원구 산성대로 72,경기도 성남시 중원구 성남동 4349,37.432942,127.127239,3,415,,신호준수 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,산성대로,1,2,,,경기도 성남시 수정구 산성대로 3,경기도 성남시 수정구 수진동 4690-7,37.4328978678,127.119474,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,산성대로,1,2,,,경기도 성남시 수정구 산성대로 3,경기도 성남시 수정구 수진동 4690-7,37.4328978678,127.119474,2,216,,유턴금지 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,순환로,1,4,,,경기도 성남시 중원구 순환로 111,경기도 성남시 중원구 상대원동 344-5,37.433778,127.177887,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,순환로,1,2,,,경기도 성남시 중원구 둔촌대로541번길46,경기도 성남시 중원구 상대원동 369-3,37.435979,127.178593,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,순환로,1,2,,,경기도 성남시 중원구 순환로 166,경기도 성남시 중원구 상대원동 197-6,37.438396,127.179101,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,순환로,1,2,,,경기도 성남시 중원구 순환로 188,경기도 성남시 중원구 상대원동 179,37.440006,127.180089,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,순환로,1,2,,,경기도 성남시 중원구 순환로198번길 8,경기도 성남시 중원구 상대원동 178,37.441132,127.180159,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,사기막골길,1,2,,,경기도 성남시 중원구 사기막골로 52,경기도 성남시 중원구 상대원동 307-2,37.434862,127.171173,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,사기막골길,1,2,,,경기도 성남시 중원구 갈마치로 259,경기도 성남시 중원구 상대원동 353-34,37.437327,127.173714,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,사기막골길,1,2,,,경기도 성남시 중원구 사기막골로 122,경기도 성남시 중원구 상대원동 206-4,37.43929,127.176566,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,사기막골길,1,2,,,경기도 성남시 중원구 사기막골로 148,경기도 성남시 중원구 상대원동 171,37.441314,127.177737,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,금빛길,1,2,,,경기도 성남시 중원구 금빛로2번길10,경기도 성남시 중원구 상대원동 269-1,37.442662,127.170373,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,금빛길,1,2,,,경기도 성남시 중원구 금빛로 33,경기도 성남시 중원구 금광동 1944,37.445083,127.168005,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,금빛길,1,2,,,경기도 성남시 중원구 금빛로 77,경기도 성남시 중원구 금광동 2961,37.448805,127.166436,2,214,,좌회전금지 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,금빛길,1,2,,,경기도 성남시 중원구 금빛로 33,경기도 성남시 중원구 금광동 1944,37.445083,127.168005,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,황송길,1,1,,,경기도 성남시 중원구 황송로 25,경기도 성남시 중원구 금광동 2414,37.446603,127.171643,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,황송길,1,2,,,경기도 성남시 중원구 황송로 35,경기도 성남시 중원구 금광동 2422,37.44764,127.172563,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,황송길,1,2,,,경기도 성남시 중원구 황송로 77번길5,경기도 성남시 중원구 금광동 2537,37.449145,127.173177,3,322,,횡단보도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,금상로,1,1,,,경기도 성남시 중원구 금상로 98,경기도 성남시 중원구 상대원동 669,37.442373,127.166114,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,금상로,1,1,,,경기도 성남시 중원구 금상로118번길 16-1,경기도 성남시 중원구 상대원동 656,37.441937,127.166673,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,금상로,1,1,,,경기도 성남시 중원구 금상로 57번길1,경기도 성남시 중원구 상대원동 2992-1,37.44046,127.162385,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,희망로,1,1,,,경기도 성남시 중원구 희망로 412,경기도 성남시 중원구 금광동 92,37.442211,127.160233,3,415,,신호준수 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,희망로,1,2,,,경기도 성남시 중원구 희망로 398,경기도 성남시 중원구 상대원동 2989-5,37.440928,127.160113,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,희망로,1,1,,,경기도 성남시 중원구 희망로 385,경기도 성남시 중원구 상대원동 3001-5,37.440032,127.159338,3,322,,횡단보도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,희망로,1,2,,,경기도 성남시 중원구 희망로 343번길2,경기도 성남시 중원구 상대원동 4128,37.436433,127.15788,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,희망로,1,2,,,경기도 성남시 중원구 도촌로 25-6,경기도 성남시 중원구 도촌동 588,37.416646,127.150373,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,희망로,1,2,,,경기도 성남시 중원구 희망로 28,경기도 성남시 중원구 도촌동 504,37.414773,127.14685,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,시민로,1,1,,,경기도 성남시 중원구 시민로 95,경기도 성남시 중원구 성남동 2816,37.437053,127.146093,3,322,,횡단보도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,시민로,1,2,,,경기도 성남시 중원구 시민로 77,경기도 성남시 중원구 성남동 2835,37.435603,127.147085,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,시민로,1,2,,,경기도 성남시 중원구 시민로 65,경기도 성남시 중원구 성남동 2852,37.434717,127.147689,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,시민로,1,2,,,경기도 성남시 중원구 시민로 28번길3,경기도 성남시 중원구 하대원동 176-3,37.432705,127.150848,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,시민로,1,1,,,경기도 성남시 중원구 시민로 11,경기도 성남시 중원구 하대원동 134-19,37.430993,127.151098,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,자혜로,1,2,,,경기도 성남시 중원구 자혜로 115,경기도 성남시 중원구 은행동 2034-2,37.452693,127.171883,2,224,60.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,자혜로,1,2,,,경기도 성남시 중원구 금빛로 101,경기도 성남시 중원구 금광동 2876,37.450709,127.165735,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,자혜로,1,2,,,경기도 성남시 중원구 자혜로 34,경기도 성남시 중원구 금광동 3362,37.450194,127.163324,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,나눔길,1,1,,,경기도 성남시 중원구 산성대로 476번길8,경기도 성남시 중원구 금광동 4847,37.45362,127.161718,2,226,,서행 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,제일로,1,2,,,경기도 성남시 중원구 마지로 72,경기도 성남시 중원구 하대원동 449-7,37.428237,127.137873,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,성남대로,1,2,,,,경기도 성남시 중원구 여수동 279-5,37.421394,127.128688,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,성남대로,1,2,,,,경기도 성남시 중원구 성남동 1855,37.429875,127.129399,3,311,,유턴 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,성남대로,1,2,,,경기도 성남시 중원구 성남대로 1151,경기도 성남시 중원구 성남동 4145,37.432663,127.128707,2,214,,좌회전금지 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,뚝방길,1,2,,,경기도 성남시 중원구 둔촌대로 10,경기도 성남시 중원구 성남동 4596,37.428909,127.120148,3,415,,신호준수 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,뚝방길,1,2,,,,경기도 성남시 중원구 성남동 1764,37.430332,127.118888,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,보통골길,1,2,,,경기도 성남시 중원구 갈마치로 233,경기도 성남시 중원구 상대원동 252-4,37.434977,127.173777,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,보통골길,1,2,,,경기도 성남시 중원구 둔촌대로457번길33,경기도 성남시 중원구 상대원동 307-6,37.434217,127.170964,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,장승1길,1,2,,,,경기도 성남시 중원구 상대원동 270-2,37.441099,127.171416,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,장승1길,1,1,,,경기도 성남시 중원구 갈마치로 302,경기도 성남시 중원구 상대원동 144-3,37.44063,127.172583,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,선경길,1,2,,,경기도 성남시 중원구 금상로 137,경기도 성남시 중원구 상대원동 269-10,37.442157,127.17058,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,지방도,338.0,경충국도,1,2,,,경기도 성남시 중원구 경충대로 2522,경기도 성남시 중원구 갈현동 342-1,37.422742,127.170581,2,216,,유턴금지 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,원터길,1,99,,,경기도 성남시 중원구 원터로 94번길 7,경기도 성남시 중원구 성남동 2580,37.436255,127.143529,2,226,,서행 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌남로,1,1,,,경기도 성남시 중원구 도촌로7번길3-17,경기도 성남시 중원구 도촌동 515,37.414853,127.148675,3,322,,횡단보도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌남로,1,2,,,경기도 성남시 중원구 도촌남로 22-1,경기도 성남시 중원구 도촌동 506,37.413897,127.149771,2,224,30.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌남로,1,1,,,경기도 성남시 중원구 도촌남로 37,경기도 성남시 중원구 도촌동 568,37.414623,127.151648,2,224,50.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌남로,1,2,,,경기도 성남시 중원구 도촌남로 68,경기도 성남시 중원구 도촌동 638,37.414154,127.154815,2,224,50.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌남로,1,1,,,경기도 성남시 중원구 도촌남로 99,경기도 성남시 중원구 도촌동 646,37.41473,127.158001,4,405,,시간 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌남로,1,2,,,경기도 성남시 중원구 도촌남로 99,경기도 성남시 중원구 도촌동 646,37.41473,127.158001,4,405,,시간 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌남로,1,1,,,경기도 성남시 중원구 도촌남로 99,경기도 성남시 중원구 도촌동 646,37.41473,127.158001,2,214,,좌회전금지 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌로,1,2,,,경기도 성남시 중원구 도촌로7번길 4-12,경기도 성남시 중원구 도촌동 548,37.415669,127.150426,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌북로,1,2,,,경기도 성남시 중원구 도촌로31번길 3,경기도 성남시 중원구 도촌동 630,37.41701,127.150763,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌북로,1,2,,,경기도 성남시 중원구 도촌북로 30,경기도 성남시 중원구 도촌동 636,37.416862,127.153275,2,224,50.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌북로,1,2,,,경기도 성남시 중원구 도촌북로 43,경기도 성남시 중원구 도촌동 631,37.417625,127.154591,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌북로,1,2,,,경기도 성남시 중원구 도촌북로 92,경기도 성남시 중원구 도촌동 647,37.415141,127.159087,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,도촌북로,1,2,,,경기도 성남시 중원구 도촌남로 148,경기도 성남시 중원구 도촌동 708,37.412106,127.163409,2,224,50.0,제한속도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,마지로,1,2,,,경기도 성남시 중원구 순암로 787,경기도 성남시 중원구 갈현동 112,37.418731,127.183579,3,322,,횡단보도 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,마지로,1,2,,,경기도 성남시 중원구 순암로 800,경기도 성남시 중원구 갈현동 122,37.420932,127.183103,3,309,,직진및좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,마지로,1,2,,,경기도 성남시 중원구 순암로 800,경기도 성남시 중원구 갈현동 122,37.420932,127.183103,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,마지로,1,2,,,경기도 성남시 중원구 둔촌대로 114-10,경기도 성남시 중원구 하대원동 101-27,37.428494,127.131262,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,마지로,1,2,,,경기도 성남시 중원구 둔촌대로 124-3,경기도 성남시 중원구 하대원동 103-18,37.428345,127.13265,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
,시도,,마지로,1,2,,,경기도 성남시 중원구 마지로 37,경기도 성남시 중원구 하대원동 104-15,37.428376,127.133811,3,329,,비보호좌회전 표지,2,,,경기도 성남시청,031-729-3675,2025-12-26
